AP;0;2.68,30.44,15.33,13.81,28.0,26.81,16.23,11.27,10.59,43.15,7.21,21.22,42.13,28.25,44.23,20.19,34.72,4.91,21.38,46.22
AQ;2;194.44,108.26,27.11,52.27,97.27,153.26,94.42,44.28,43.81,96.3,109.17,165.63,64.83,104.8,125.15,109.41,65.39,118.44,112.01,116.62
AR;1;41.03,31.2,40.54,4.45,53.83,83.93,78.24,63.29,111.84,75.57,57.09,23.32,20.74,53.13,68.22,60.02,27.82,87.61,34.55,137.96
AS;0;29.89,29.4,31.54,27.0,27.05,11.49,23.61,13.28,13.98,22.95,31.62,38.1,8.6,23.31,6.85,32.39,29.77,23.45,39.55,9.74
AT;0;35.08,42.8,11.62,15.25,35.57,47.16,4.39,36.97,23.51,22.73,12.54,0.86,40.31,27.05,10.09,48.42,24.24,7.11,46.98,34.82
AU;1;90.99,53.22,56.51,30.06,60.89,41.38,2.87,54.41,14.0,59.27,37.17,12.07,38.61,86.6,34.78,75.11,23.82,31.94,66.01,36.31
AV;0;26.99,43.96,4.35,7.63,32.39,29.36,30.87,17.54,23.38,13.32,13.08,26.65,13.87,20.36,29.63,22.36,30.26,13.53,6.73,31.7
AW;0;41.64,15.81,20.52,29.58,26.73,25.89,16.92,24.01,19.62,5.37,31.78,24.58,9.09,42.08,21.49,33.27,19.27,29.1,44.36,46.7
AX;1;91.22,69.83,12.06,100.83,16.76,58.18,38.31,42.1,44.59,55.72,9.37,70.49,59.6,63.42,81.39,58.0,103.92,78.25,85.73,42.94
AY;3;358.37,269.68,34.35,273.71,48.42,265.4,200.74,139.3,174.78,134.85,379.37,446.23,189.37,203.3,167.04,186.46,192.8,21.73,305.87,374.78
AZ;1;25.73,16.14,100.84,59.76,72.57,57.27,92.6,50.36,24.66,95.0,7.21,54.53,77.59,87.22,37.28,33.14,48.99,37.92,65.43,25.26
BA;0;4.95,29.77,31.23,33.57,27.42,37.15,12.95,21.06,28.36,19.0,6.98,20.72,18.8,6.76,33.18,27.73,17.59,46.37,43.55,30.96
BB;1;38.79,44.43,23.29,105.83,58.39,5.14,57.93,56.58,60.95,25.53,77.21,57.53,53.39,32.04,5.2,35.46,90.11,107.4,38.57,51.63
BC;0;6.87,38.65,36.19,14.76,10.64,15.34,63.61,39.29,21.43,32.01,33.71,57.27,49.67,42.45,24.26,17.12,43.79,23.8,29.61,11.93
BD;1;72.78,56.0,40.85,82.23,31.02,34.8,65.7,97.52,22.26,105.89,72.12,72.99,67.59,34.41,62.76,52.19,39.33,44.52,36.56,91.11
BE;3;443.44,346.85,271.72,8.5,231.57,62.44,486.68,351.94,378.3,200.89,375.62,377.78,102.99,314.31,339.81,287.71,13.28,302.07,207.38,310.94
BF;3;276.94,331.98,343.74,371.27,267.86,422.15,380.41,166.71,46.12,146.6,383.92,134.04,261.41,314.55,442.99,202.86,132.27,465.11,325.12,11.8
BG;3;172.11,243.29,356.31,297.26,462.43,59.21,260.69,241.93,185.19,243.53,366.95,143.49,282.13,340.49,6.83,213.71,259.23,435.67,386.58,401.81
BH;0;20.44,17.18,12.54,3.31,16.32,1.09,18.89,25.61,23.89,5.2,27.46,19.79,28.76,31.63,37.8,30.19,17.9,38.75,15.86,33.84
BI;2;152.63,92.37,18.69,165.81,151.16,99.83,68.89,169.09,143.54,193.29,139.84,108.61,78.51,101.3,254.62,109.59,136.75,132.95,155.13,120.92
BJ;1;79.61,70.59,25.81,71.77,41.03,71.07,61.11,21.73,51.79,78.18,25.6,65.41,64.94,74.85,37.43,36.6,96.53,66.85,114.28,82.12
BK;2;157.04,177.57,98.14,231.13,150.94,209.74,107.83,157.54,126.37,91.44,180.94,101.18,92.57,132.33,129.7,127.34,210.62,7.98,68.58,1.81
BL;2;109.6,18.2,78.67,220.36,96.11,21.63,93.92,168.02,59.26,102.28,111.81,58.2,111.39,45.29,45.28,174.33,136.59,179.43,88.18,82.47
BM;0;33.37,17.43,34.54,14.18,44.33,27.66,33.01,14.58,11.15,18.14,11.23,44.45,40.5,8.6,6.73,9.0,13.92,23.62,39.61,11.97
BN;0;39.92,22.7,26.96,33.19,29.83,18.98,22.93,27.73,18.47,23.56,21.32,30.33,46.27,11.96,36.91,32.13,30.55,30.51,29.52,22.6
BO;1;110.9,53.49,11.33,52.04,98.96,66.04,134.16,56.1,49.23,57.43,42.01,136.69,47.76,86.89,9.77,8.88,31.11,9.91,79.52,100.57
BP;0;24.56,26.36,29.77,23.5,12.6,29.45,36.16,19.63,30.83,19.7,21.34,16.45,27.43,24.19,4.3,21.56,58.08,12.74,18.9,18.48
BQ;3;116.48,166.83,523.5,145.95,191.57,337.61,477.96,282.96,406.57,485.91,485.68,440.14,155.69,497.55,237.96,98.29,197.43,337.54,193.63,20.08
BR;1;33.67,35.55,55.15,35.71,46.28,60.06,83.09,93.59,60.83,48.87,47.31,123.12,79.63,64.69,84.86,30.8,46.3,8.72,86.42,42.7
BS;2;315.62,48.88,126.61,53.75,71.68,143.64,52.87,151.72,93.17,92.02,50.06,60.94,87.09,54.27,86.95,111.93,161.73,2.6,219.32,104.64
BT;0;33.19,33.52,42.3,43.93,48.13,44.08,17.94,25.18,14.71,22.93,13.75,17.95,19.21,22.37,30.85,33.61,31.08,27.96,6.96,38.04
BU;0;24.73,37.13,28.26,13.41,3.53,12.48,33.39,56.14,40.47,50.46,7.36,20.64,33.58,39.48,26.95,8.75,9.21,56.26,55.28,28.76
BV;2;179.43,21.04,172.52,42.3,121.76,153.01,88.51,91.83,53.04,203.27,53.15,140.71,85.01,201.67,223.91,126.08,33.11,55.52,134.85,110.18
BW;2;41.27,62.36,146.52,307.83,59.7,163.04,163.5,95.39,120.12,144.48,187.14,202.06,34.51,184.05,6.9,100.04,104.45,26.51,87.96,188.23
BX;2;177.04,150.08,191.91,144.34,336.32,172.52,120.02,54.05,86.58,83.06,140.07,169.24,113.26,108.22,123.02,182.67,75.21,76.44,168.23,203.83
BY;3;218.93,55.72,277.27,234.93,301.66,177.93,235.0,411.32,472.48,86.38,388.59,222.98,427.87,236.64,266.88,173.31,192.94,338.68,108.37,123.31
BZ;2;23.91,159.53,5.85,105.85,158.56,148.18,41.32,85.82,25.64,70.6,180.32,132.95,149.68,67.0,200.34,136.71,169.43,90.05,106.72,103.75
CA;0;27.87,31.21,2.77,24.43,28.8,58.57,18.46,4.78,11.73,18.33,32.57,11.37,31.14,15.72,28.51,16.8,60.77,20.92,39.16,17.48
CB;2;190.84,152.86,84.44,96.05,7.0,134.12,127.0,115.46,95.98,105.58,96.76,74.7,167.81,132.04,127.63,91.66,224.66,240.3,19.7,161.4
CC;3;406.96,140.68,117.76,289.38,267.51,266.1,304.94,291.1,199.33,243.41,168.51,106.25,145.01,439.96,152.29,110.84,276.64,190.88,170.66,265.86
CD;2;117.16,240.61,207.8,127.68,240.69,138.3,225.69,201.29,54.26,146.16,251.34,177.75,165.03,196.57,193.96,104.46,7.33,112.76,132.0,96.17
CE;3;310.17,83.98,325.18,189.77,306.11,288.78,484.45,48.96,197.98,177.31,16.1,381.0,178.03,313.57,119.47,244.97,141.35,179.82,85.17,222.23
CF;0;14.03,27.72,22.99,45.29,29.0,48.83,21.62,14.87,4.54,11.95,18.6,13.24,28.9,37.36,6.19,42.84,33.31,19.6,19.52,1.31
CG;0;16.73,43.85,52.14,8.29,2.26,39.81,25.79,23.59,27.03,26.67,31.62,39.34,39.11,25.41,21.27,69.75,40.2,36.13,35.88,2.06
CH;2;213.84,97.0,204.27,165.33,169.15,145.83,94.1,190.32,178.7,80.4,37.51,140.47,176.35,172.56,67.92,178.53,123.07,175.33,70.54,44.59
CI;2;19.97,87.6,94.71,131.24,114.22,167.04,115.13,153.23,85.98,74.28,92.67,143.06,117.43,60.82,134.83,214.81,61.5,192.87,163.94,135.11
CJ;1;0.74,29.05,78.18,41.4,48.16,58.15,64.13,52.09,22.98,57.16,77.37,38.14,56.74,31.47,58.62,32.06,29.96,6.87,21.05,37.56
CK;0;17.13,19.33,26.56,16.6,30.26,41.21,12.98,23.02,24.37,44.07,17.18,14.74,24.35,0.86,29.19,18.05,46.2,46.93,43.63,18.5
CL;1;37.54,86.14,18.43,38.61,19.83,43.88,47.2,69.33,106.97,76.02,38.55,55.62,96.76,32.39,63.97,77.72,40.43,115.02,36.18,50.47
CM;2;70.44,127.99,122.72,141.3,24.5,116.61,52.91,224.04,89.08,164.88,140.79,92.76,30.14,161.21,24.06,173.53,26.62,197.73,11.27,31.9
CN;1;62.6,37.31,33.51,79.6,32.41,73.71,114.23,117.85,41.76,52.37,57.85,43.92,33.75,52.14,59.95,33.09,43.31,118.11,3.78,104.67
CO;2;112.83,59.89,61.13,179.94,131.82,32.21,193.45,186.65,63.69,142.75,69.16,47.5,113.66,220.98,41.0,277.23,54.4,36.01,229.65,135.06
CP;0;2.65,20.25,34.77,33.25,10.52,45.82,19.52,15.42,29.23,28.83,14.61,30.27,31.22,42.16,26.1,55.38,15.52,32.69,6.42,20.33
CQ;3;154.07,112.6,210.98,463.04,322.24,106.6,424.23,432.36,272.32,81.22,402.11,219.58,509.35,188.49,406.19,162.98,172.89,370.26,252.58,388.02
CR;2;107.24,27.71,112.16,137.1,96.84,26.7,43.94,55.15,231.4,120.63,64.13,41.9,121.52,262.8,88.85,47.52,181.91,15.88,70.82,74.21
CS;0;15.47,21.81,25.89,61.57,14.94,36.26,51.39,33.87,36.1,21.78,32.01,27.83,18.98,1.51,7.17,24.55,29.27,12.12,10.77,57.74
CT;2;167.76,177.27,19.39,169.86,63.75,39.74,120.83,89.84,35.16,176.76,166.55,123.68,23.79,151.17,173.7,155.89,106.39,98.11,196.07,93.26
CU;3;164.64,6.1,194.97,277.98,422.42,378.99,201.04,90.25,57.22,291.28,340.86,169.05,160.56,103.96,55.07,67.35,205.57,451.54,160.9,127.95
CV;1;111.69,46.57,47.23,50.43,31.04,17.25,21.91,89.51,24.92,53.64,43.36,28.25,21.43,98.43,45.49,40.02,23.78,46.25,41.77,61.62
CW;1;47.89,65.75,132.65,21.32,35.9,80.93,48.54,39.03,103.09,72.16,76.21,37.55,80.83,49.55,93.18,70.87,91.08,37.6,81.45,65.71
CX;2;197.97,68.25,136.89,111.23,158.53,97.79,64.55,102.76,13.97,84.24,59.97,123.53,73.89,102.68,127.56,91.09,49.45,272.53,171.55,163.3
CY;1;59.19,72.01,41.22,50.9,68.39,38.12,39.32,52.53,89.05,58.18,51.28,67.83,43.32,82.85,48.73,15.43,37.44,67.57,22.3,8.94
CZ;0;12.79,2.71,2.33,47.79,44.68,1.49,25.28,11.95,18.85,10.29,17.02,28.78,27.55,45.14,41.17,41.6,51.8,7.51,27.83,26.89
DA;0;24.66,29.23,36.07,31.46,36.88,18.12,30.69,27.7,48.91,34.1,28.98,8.61,26.55,48.16,24.9,14.38,35.58,15.72,18.55,17.87
DB;1;87.8,57.23,23.71,40.65,41.43,73.82,44.5,84.21,46.45,58.88,40.13,51.84,59.56,86.93,95.41,43.39,59.67,77.2,108.27,83.24
DC;2;120.57,42.57,122.76,37.38,105.34,104.43,42.85,69.22,38.1,221.9,215.39,113.08,263.55,131.39,74.01,256.07,191.08,212.38,134.46,98.52
DD;1;89.14,103.08,99.08,25.84,1.42,41.64,36.54,38.24,61.69,76.21,3.82,99.87,60.21,36.44,17.82,64.44,6.18,2.17,87.81,64.49
DE;0;40.32,5.85,39.65,14.69,37.89,37.41,37.91,67.31,35.21,11.26,30.34,33.15,26.23,32.59,28.45,45.68,48.15,12.79,13.67,21.27
DF;3;506.32,349.13,355.58,392.65,137.53,248.87,446.86,250.15,315.0,300.9,259.54,510.77,168.33,261.98,347.06,213.3,436.12,154.49,172.5,379.46
DG;1;78.48,65.74,58.25,73.05,42.23,21.15,81.37,37.53,40.08,92.15,64.06,38.21,44.65,46.1,44.7,62.63,29.93,54.82,50.48,45.83
DH;0;48.05,18.25,18.86,29.37,40.29,14.35,40.39,37.11,48.26,25.29,41.2,34.22,23.1,53.21,14.65,32.49,16.37,36.86,34.49,19.46
DI;2;33.39,107.9,105.65,124.52,67.75,74.53,146.14,106.1,122.03,143.53,86.77,97.99,137.66,125.65,215.97,155.14,176.72,233.25,134.88,113.42
DJ;0;17.94,14.27,24.81,37.92,31.53,20.8,40.16,68.53,1.65,59.08,42.56,28.07,18.63,22.78,28.98,12.86,14.63,40.82,35.73,36.18
DK;3;423.21,253.94,295.5,231.59,384.62,282.22,232.42,216.0,267.74,184.45,181.92,238.26,60.34,142.38,322.95,424.63,283.79,397.52,133.67,158.44
DL;1;109.15,47.59,64.14,38.14,57.55,51.85,35.88,47.15,88.77,48.28,105.62,73.99,8.49,58.3,29.13,87.9,24.17,24.78,32.79,113.23
DM;3;39.11,397.44,445.05,256.09,340.43,305.26,226.56,260.59,200.63,376.42,77.07,279.74,305.9,396.34,452.82,352.91,223.13,312.46,215.64,86.54
DN;2;105.57,169.9,175.12,117.7,28.97,95.12,207.53,90.87,74.18,154.61,0.18,167.31,61.55,119.17,78.15,75.64,29.55,131.6,126.77,38.37
DO;3;331.51,419.92,79.73,212.1,141.35,228.03,231.12,255.78,337.33,298.86,517.67,341.84,204.24,290.3,369.67,350.05,218.36,430.03,159.12,265.3
DP;2;164.02,78.3,34.4,9.81,13.49,100.3,4.48,74.93,164.35,163.33,155.34,128.92,104.16,185.79,35.07,39.1,78.06,201.61,220.09,35.03
DQ;1;71.42,43.92,0.2,31.11,46.87,85.53,34.5,30.15,57.0,105.17,60.23,88.11,12.6,65.21,59.73,54.25,91.92,3.51,72.64,53.55
DR;3;278.06,158.73,32.28,113.17,381.55,341.73,155.61,411.4,186.47,229.78,288.24,371.67,516.52,500.66,333.64,154.41,373.3,411.69,373.7,272.46
DS;1;32.68,44.81,41.77,91.51,53.61,69.85,108.29,116.19,73.57,71.58,4.07,42.68,2.06,5.05,46.53,70.37,43.36,74.62,73.3,88.08
DT;1;93.6,37.49,70.53,98.64,34.4,25.13,72.89,98.74,25.26,71.0,37.76,90.68,32.81,53.67,67.58,10.26,13.14,58.68,107.7,73.98
DU;3;203.69,202.85,99.59,147.28,337.9,351.97,136.99,175.47,271.29,347.72,311.24,231.23,190.59,190.68,345.2,75.22,28.1,196.32,238.16,423.4
DV;0;58.59,18.62,21.93,21.79,46.95,9.71,33.06,8.73,24.15,25.45,47.75,37.19,34.58,19.34,20.16,35.02,22.36,44.57,18.19,12.05
DW;3;310.28,441.96,101.65,410.6,275.8,17.25,391.5,288.86,361.34,286.51,400.47,212.58,359.99,231.21,585.98,454.1,276.91,314.67,322.17,336.0
DX;0;1.72,20.18,19.91,14.49,16.68,29.41,33.81,36.12,27.15,11.72,21.4,39.0,39.23,40.57,19.12,3.19,27.41,28.16,34.6,22.87
DY;0;20.32,49.64,24.98,24.04,2.01,42.45,9.56,36.09,26.53,25.49,45.87,34.98,26.55,27.71,25.22,49.3,14.52,19.37,37.58,39.75
DZ;2;80.96,29.9,274.17,144.74,93.38,11.5,143.47,166.71,108.83,168.75,6.15,169.94,137.88,168.25,189.25,150.0,192.99,93.95,23.3,138.43
EA;1;37.68,28.27,90.51,86.08,43.82,39.51,80.24,82.82,96.12,41.9,79.19,10.31,121.98,94.85,63.42,131.63,52.99,51.62,24.66,54.15
EB;3;223.58,86.16,144.59,443.79,328.88,72.43,351.28,70.46,463.09,312.79,205.12,252.93,255.01,274.19,403.29,153.64,260.97,301.27,246.93,30.51
EC;2;32.99,130.33,97.25,56.65,95.9,155.67,107.01,198.52,153.48,7.84,136.1,82.19,13.31,127.25,47.66,62.51,67.41,83.12,154.09,34.29
ED;3;331.1,437.11,241.28,367.87,61.24,202.63,171.25,501.48,516.83,483.15,188.91,238.47,200.72,230.35,23.84,367.06,313.02,297.06,453.39,325.16
EE;0;11.29,40.2,40.27,26.91,18.86,23.51,31.17,24.74,26.52,32.16,4.26,15.51,45.03,1.14,28.15,8.24,27.69,19.83,31.32,2.15
EF;3;405.21,614.22,277.17,345.24,256.15,311.43,332.25,60.35,354.35,233.79,343.59,134.63,52.58,454.47,514.75,57.57,482.24,235.34,128.93,299.11
EG;0;37.02,21.38,33.79,31.51,6.76,28.33,28.67,33.89,17.85,27.91,30.12,42.82,23.4,3.33,27.23,24.79,31.59,29.57,22.66,33.48
EH;0;15.52,34.45,24.14,33.94,23.41,42.18,1.07,40.13,33.35,25.53,22.93,37.27,37.54,26.98,20.08,39.37,22.68,31.61,50.14,14.25
EI;3;9.52,329.99,263.79,39.36,197.29,189.88,267.61,44.13,115.75,152.64,205.74,512.27,381.36,156.85,281.88,192.59,323.85,253.27,149.74,240.3
EJ;3;24.71,326.19,517.07,0.17,495.15,291.12,285.04,249.61,176.5,280.73,241.95,70.68,259.14,141.29,390.67,219.55,330.76,160.44,364.8,201.73
EK;3;164.95,314.6,305.74,296.07,66.35,244.09,262.79,149.21,290.75,121.78,263.49,298.82,472.46,126.26,318.75,200.42,452.68,227.47,219.7,308.45
EL;2;96.91,71.43,165.16,109.92,196.5,181.04,92.14,92.75,140.47,170.99,194.06,153.04,101.62,243.4,131.47,122.28,186.67,46.36,132.92,55.1
EM;1;67.34,40.82,66.88,83.79,30.55,65.59,34.37,52.25,44.89,105.0,38.76,59.12,30.37,2.69,44.1,95.93,80.36,97.07,90.8,65.31
EN;1;13.83,32.62,22.14,120.6,104.73,48.08,54.11,87.9,120.85,51.86,15.67,64.63,35.74,69.56,38.15,49.66,53.61,92.78,102.15,75.08
EO;2;147.83,86.79,78.41,166.51,18.71,100.56,163.37,169.61,97.26,162.0,81.15,123.64,283.25,37.8,152.01,215.36,102.38,99.59,126.98,171.79
EP;2;118.33,168.29,159.34,124.01,124.74,197.84,135.26,153.54,97.77,203.08,114.76,145.11,97.97,140.48,143.95,151.15,175.23,118.11,12.69,62.64
EQ;2;0.65,101.33,129.29,97.02,6.21,128.78,69.14,108.91,145.6,110.13,73.56,18.76,129.95,115.33,227.32,95.84,135.89,146.7,83.49,154.33
ER;3;10.37,213.03,283.31,297.92,171.55,200.82,185.77,380.69,30.19,245.68,156.12,272.23,186.81,127.27,363.76,109.26,172.58,167.83,215.36,501.42
ES;1;38.6,76.21,5.25,92.5,59.42,42.84,56.51,42.06,64.83,84.37,19.29,46.18,38.19,4.62,70.11,46.6,63.86,9.65,95.68,27.77
ET;3;319.82,180.68,277.73,154.4,351.31,282.96,236.32,353.28,420.89,87.06,20.78,271.59,249.98,224.09,192.55,247.74,376.19,289.26,298.2,21.66
EU;1;50.69,51.42,6.02,52.49,81.09,74.46,76.56,60.58,43.95,22.93,77.01,69.65,69.69,54.2,55.92,42.9,63.9,79.4,11.65,31.2
EV;2;222.7,134.62,181.56,254.99,138.68,73.76,114.37,53.54,99.31,28.63,57.15,155.02,91.62,83.94,207.87,143.01,89.65,128.11,84.15,48.44
EW;0;24.2,6.29,31.0,3.45,17.16,8.18,27.43,31.6,51.45,29.38,13.61,18.68,53.44,15.87,11.74,24.77,33.65,25.92,42.05,42.17
EX;2;231.62,161.83,87.67,104.57,160.71,114.42,91.07,102.56,200.54,148.28,91.69,6.46,209.67,21.88,80.75,136.04,110.13,238.27,149.99,242.89
EY;1;53.46,99.16,23.08,88.35,55.49,89.53,59.04,89.19,62.95,42.28,62.31,42.1,69.77,7.06,65.81,90.82,78.49,58.95,84.97,50.5
EZ;3;337.01,99.99,214.6,325.25,207.6,152.78,193.0,258.16,420.98,267.2,212.38,149.24,495.42,336.44,289.94,322.31,423.3,55.77,258.99,365.45
FA;0;29.87,18.96,10.52,31.32,23.67,34.73,45.45,37.7,11.58,45.32,29.31,51.22,57.23,20.23,21.37,31.02,22.09,34.42,23.47,28.19
FB;2;180.08,81.12,36.21,136.56,181.65,186.93,166.02,137.31,86.5,24.93,78.91,66.61,36.85,160.87,194.85,154.26,95.88,98.31,182.34,180.66
FC;0;11.44,25.49,31.8,25.14,42.27,29.18,25.05,14.85,19.4,38.75,40.29,31.64,26.67,22.53,26.48,17.39,23.99,28.54,30.71,19.71
FD;0;23.96,34.27,24.77,4.6,1.42,19.97,57.96,20.91,45.98,11.7,41.28,24.48,25.89,35.61,27.71,31.16,35.36,16.0,34.11,59.7
FE;3;192.68,372.15,245.81,119.07,160.06,281.65,177.38,122.94,265.65,430.62,234.34,353.05,225.54,370.62,387.71,192.69,210.89,541.13,195.83,196.74
FF;2;86.24,60.95,184.78,139.23,206.38,194.0,154.93,150.2,91.39,190.0,299.31,99.34,139.56,118.82,93.73,170.58,128.42,181.04,89.38,208.89
FG;1;57.2,72.9,62.67,42.1,40.72,20.75,8.65,38.29,62.21,17.39,89.18,22.59,103.82,94.55,48.36,67.74,57.52,87.47,83.82,85.89
FH;3;287.64,249.65,137.89,126.04,199.35,234.51,517.02,252.35,143.38,413.82,438.51,54.76,419.27,370.25,249.85,24.11,382.37,119.7,31.22,226.75
FI;0;48.91,14.16,8.87,21.96,31.39,25.6,35.94,31.73,14.08,39.22,15.53,37.91,23.44,34.51,21.51,27.1,30.73,48.34,35.89,54.88
FJ;1;38.57,41.2,89.53,65.26,57.76,12.53,43.8,111.62,61.38,81.78,94.8,24.37,130.53,88.09,58.14,88.14,71.87,80.08,87.87,98.4
FK;3;401.09,354.49,352.27,366.62,316.2,403.03,349.55,386.7,302.31,302.04,306.03,337.92,293.26,233.44,251.72,346.07,188.3,125.86,207.1,343.34
FL;0;36.91,27.88,41.4,24.22,40.53,32.7,33.46,8.21,35.43,26.45,23.52,44.17,25.6,18.98,14.42,20.38,24.11,19.96,33.94,43.07
FM;1;91.28,88.96,71.63,21.83,40.73,1.59,67.85,83.57,20.32,45.13,61.56,60.48,54.75,30.71,76.96,48.75,68.99,106.14,67.77,50.39
FN;0;38.01,3.31,12.27,15.05,23.47,20.56,23.46,26.26,59.44,27.17,29.9,27.55,19.07,38.23,25.52,46.52,29.33,33.3,28.31,39.8
FO;1;62.17,37.13,58.75,128.72,23.23,45.62,110.19,59.38,27.57,103.98,71.94,63.29,11.9,48.38,110.98,47.23,52.24,32.48,59.8,65.33
FP;0;47.25,48.12,40.78,44.97,24.64,5.32,19.94,36.8,32.69,39.33,29.04,29.09,33.14,33.46,26.26,19.53,53.29,37.46,25.81,39.6
FQ;3;261.95,179.62,8.53,212.96,453.98,155.59,195.34,51.36,290.45,328.27,232.36,113.62,120.73,123.5,579.48,279.49,175.71,371.26,156.89,269.87
FR;1;57.27,45.23,83.19,65.77,70.22,54.78,61.35,75.45,39.57,82.07,1.41,100.45,54.12,95.32,47.33,120.56,39.65,53.39,50.59,50.92
FS;2;106.18,186.35,219.31,181.39,81.14,163.67,112.84,118.3,68.85,246.52,35.9,115.87,210.66,90.1,56.91,122.95,118.53,209.59,78.72,80.99
FT;1;65.67,35.14,39.09,48.08,77.99,44.05,33.95,42.17,43.34,49.79,34.94,68.79,53.4,78.47,35.27,66.28,107.1,8.85,62.63,72.24
FU;1;56.03,97.92,72.77,23.57,79.79,55.22,89.53,12.74,23.58,45.61,55.28,65.55,70.11,111.86,56.15,19.91,66.65,28.16,75.51,103.37
FV;1;26.74,60.73,63.48,98.43,49.72,45.85,14.33,78.01,41.13,59.1,29.02,69.15,37.36,61.27,23.81,126.0,71.31,60.7,62.94,84.65
FW;1;58.08,24.51,24.15,1.09,47.83,47.65,82.5,66.96,33.83,43.86,60.67,75.71,68.44,85.6,57.36,48.62,46.84,14.54,27.04,99.78
FX;3;125.37,323.41,352.04,126.47,345.35,325.52,283.75,296.36,295.57,320.76,234.19,80.51,260.2,335.61,251.06,374.12,45.17,288.61,79.53,312.28
FY;0;37.64,19.77,25.73,49.37,10.11,27.25,21.25,22.87,26.75,33.27,45.74,42.0,33.93,39.53,31.67,7.33,38.74,30.32,24.38,30.53
FZ;3;8.39,203.51,279.5,275.93,417.07,142.5,342.89,347.48,393.2,226.52,164.99,190.45,249.18,281.54,322.83,89.98,0.69,330.12,362.32,289.93
GA;3;133.65,336.06,323.21,341.87,187.6,200.35,72.13,197.03,332.53,539.36,165.05,203.98,283.79,247.9,232.32,290.34,75.13,335.57,122.58,45.37
GB;3;316.29,73.23,368.75,108.93,295.04,396.11,122.62,422.17,313.93,437.07,366.72,399.1,347.45,372.85,374.39,403.31,283.09,301.39,35.06,201.98
GC;3;252.84,173.65,548.13,242.45,491.21,338.63,42.65,248.95,356.21,194.41,231.62,157.72,160.78,137.82,224.25,109.46,369.27,203.82,28.14,287.59
GD;2;51.59,48.68,56.13,108.6,98.73,213.26,252.47,169.91,89.61,108.8,85.12,50.0,25.68,174.73,46.53,140.36,174.36,83.13,142.35,68.58
GE;0;41.03,9.83,27.0,18.18,37.02,4.18,35.0,39.76,20.02,3.29,17.34,31.94,24.87,5.07,39.11,18.16,38.63,9.05,26.5,18.57
GF;1;39.6,68.07,34.16,60.52,22.6,59.59,74.7,56.61,59.94,57.64,41.83,41.59,16.05,50.77,22.42,57.78,65.03,25.52,33.44,60.86
GG;1;57.18,29.97,35.64,34.02,66.98,61.25,7.47,73.77,101.79,37.84,66.99,76.86,106.95,107.28,94.29,54.0,48.82,63.75,46.91,46.1
GH;1;33.72,96.69,63.95,30.81,84.13,45.92,73.77,11.63,84.4,90.36,108.71,79.87,60.68,21.41,7.05,60.8,75.13,40.89,55.72,26.23
